FOURNISSEURS,LIBELLE,PU,TVA,DP
UBIPHARM,GRT SP F/100ML,8880.0,0,2025-11-30 00:00:00
UBIPHARM,GUIGOZ LAIT ROUGE 2EME AGE 400G,23395.0,0,2025-05-31 00:00:00
UBIPHARM,GUIGOZ 1ER AGE LAIT PDRE B/400G,23500.0,0,2025-07-30 00:00:00
UBIPHARM,GURONSAN CPR EFFV B/30,131775.0,0,2025-03-31 00:00:00
UBIPHARM,GYNANFORT OVULES B/10,20248.0,0,2025-10-31 00:00:00
UBIPHARM,GYNO PEVARYL 150MG OV B/3,28635.0,0,2026-07-30 00:00:00
UBIPHARM,GYNOSPAN CPR B/30,11123.0,0,2026-05-31 00:00:00
UBIPHARM,GYNOSPAN SUPPO B/10,19450.0,0,2025-07-31 00:00:00
UBIPHARM,GYNOFAST 200MG/500MG CPR VAG B/6,10000.0,0,2026-10-30 00:00:00
UBIPHARM,GYNOPHILUS VAGINALE GEL B/14,26110.0,0,2026-09-30 00:00:00
UBIPHARM,HALDOL 5MG INJ AMP 1ML BT 5,6310.0,0,2025-12-31 00:00:00
UBIPHARM,HALDOL 5MG CPR BT 30,13418.0,0,2026-03-31 00:00:00
UBIPHARM,HALDOL DECANOAS INJ A.1ML BT 5,83900.0,0,2026-10-31 00:00:00
UBIPHARM,HALDOL 2MG/ML SOL BUV F/30ML,9420.0,0,2026-07-31 00:00:00
UBIPHARM,HE CITRIODORA VANIALA F/10ML,6465.0,1,2026-03-30 00:00:00
UBIPHARM,HE COMPLEXE RESPIRATOIRE VANIALA F/10ML,9675.0,1,2026-04-30 00:00:00
UBIPHARM,HE EUCALYPTUS VANIALA F/10ML,6695.0,1,2026-02-28 00:00:00
UBIPHARM,HE EVOKA MASY F/5ML,6375.0,0,2026-06-30 00:00:00
UBIPHARM,HE KINININA FOTSY MASY F/5ML,8181.0,0,2026-04-30 00:00:00
UBIPHARM,HELICIDINE 10% SS EDULCORE SPF/125ML,15000.0,0,2026-10-31 00:00:00
UBIPHARM,HELMINTOX 5% SUSP BUV FV 15ML,10441.0,0,2026-04-30 00:00:00
UBIPHARM,HEMOFER SUSP BUV F/200ML,12770.0,0,2026-02-28 00:00:00
UBIPHARM,HE NIAOULI MASY F/5ML,8185.0,0,2026-06-30 00:00:00
UBIPHARM,HEPARINE CHOAY 25000 FL5ML BT1,40800.0,0,2025-06-30 00:00:00
UBIPHARM,HEPAFYT GEL B/10,11180.0,0,2028-05-30 00:00:00
UBIPHARM,HE RAVINTSARA MASY F/10ML,8181.0,0,2026-06-30 00:00:00
UBIPHARM,HE RAVINTSARA VANIALA F/10ML,7450.0,1,2026-04-30 00:00:00
UBIPHARM,HERBOKOF SP F/100ML,7400.0,0,2026-04-30 00:00:00
UBIPHARM,HERBOCOUGH SP F/100ML,7945.0,0,2026-09-30 00:00:00
UBIPHARM,HERPERAX 200MG CPR B/30,18000.0,0,2027-02-28 00:00:00
UBIPHARM,HE SARO VANIALA F/10ML,8930.0,1,2026-04-30 00:00:00
UBIPHARM,HEXASPRAY COLLU FL PRESSUR 30G,16990.0,0,2026-02-28 00:00:00
UBIPHARM,HIPRES CIPLA 50MG CPR B/140,14050.0,0,2026-01-31 00:00:00
UBIPHARM,HOT COOL GEL DERMQ T/30G,13000.0,0,2026-03-31 00:00:00
UBIPHARM,HUILE PARAFFINE COOPER F/250ML,31082.0,0,2026-08-01 00:00:00
UBIPHARM,HUILE AMINCISSANTE MASY F/125ML,5315.0,0,2026-04-30 00:00:00
UBIPHARM,HUILE DE RICIN HOMEOPH F/30ML,5365.0,1,2025-12-01 00:00:00
UBIPHARM,HUILE MASSAGE KATRAFAY HOMEOPH F/150ML,6665.0,1,2026-05-30 00:00:00
UBIPHARM,HUILE MASSAGE RAVINTSARA HOMEOPH F/150ML,7475.0,1,2026-05-30 00:00:00
UBIPHARM,HUILE AMANDE DOUCE HOMEOPH F/30ML,4215.0,1,2026-05-30 00:00:00
UBIPHARM,"HUMEX 0,30G/0,03G/100ML COLL SPR/35ML",13450.0,0,2026-06-01 00:00:00
UBIPHARM,HUMER ENF/NN SOL NAS STER SPR/150ML,35620.0,1,2026-09-30 00:00:00
UBIPHARM,HUMER NEZ BOUCHE AD SOL NAS SPR/50ML,25800.0,1,2026-02-28 00:00:00
UBIPHARM,HUMER EAU MER AD SOL NAS STERSPR/150ML,25800.0,1,2026-09-30 00:00:00
UBIPHARM,HYDROSOL POLYVIT PHARMA BUV GTE F/20ML,9430.0,0,2025-10-31 00:00:00
UBIPHARM,HYDROXYDE ALU NCPC 500MG CPR B/100,4210.0,0,2028-02-28 00:00:00
UBIPHARM,HYDROCORTISONE NCPC 100MG PDRS INJ F/50,51615.0,0,2025-04-30 00:00:00
UBIPHARM,HYDROXYCHLOROQUINE SHIFA 200MG CPR B/100,46680.0,0,2024-12-31 00:00:00
UBIPHARM,HYDROCORTISONE SHIFA 100MG PDR INJ F/10,17335.0,0,2026-11-30 00:00:00
UBIPHARM,HYDROCORTISONE SHIFA 1% CR T/30G,5725.0,0,2026-06-30 00:00:00
UBIPHARM,HYOSCINE BUTYL BR 10MG CPR B/100,25595.0,0,2026-11-30 00:00:00
UBIPHARM,HYPERIUM 1MG CPR B/30,65990.0,0,2024-09-30 00:00:00
UBIPHARM,"HYTACAND 8MG/12,5MG CPR B/28",118263.0,0,2026-04-30 00:00:00
UBIPHARM,IBUDEN HOLDEN 400MG CPR PELL B/10,1610.0,0,2026-05-31 00:00:00
UBIPHARM,IBUMOL 400MG/325MG CPR B/30,10200.0,0,2028-02-28 00:00:00
UBIPHARM,IBUMOL 400MG/325MG CPR B/10,4994.0,0,2027-12-31 00:00:00
UBIPHARM,IBUMOL SP F/60ML,7045.0,0,2026-04-30 00:00:00
UBIPHARM,IBUPROFENE UBI  400MG CPR B/100,10280.0,0,2026-03-31 00:00:00
UBIPHARM,IBUPAMOL NCPC GEL B/100,10415.0,0,2027-03-30 00:00:00
UBIPHARM,IBUPROFENE DENK 600MG CPR PELL B/20,16520.0,0,2026-09-30 00:00:00
UBIPHARM,IBUPROFENE NCPC 400MG CPR B/100,8300.0,0,2027-07-31 00:00:00
UBIPHARM,IBUPROFENE NCPC 200MG CPR B/100,4565.0,0,2028-01-30 00:00:00
UBIPHARM,IBUPROFENE SHIFA 400MG CPR B/100,7800.0,0,2026-11-30 00:00:00
UBIPHARM,IBUPROFENE SHIFA 200MG CPR B/100,3800.0,0,2027-02-28 00:00:00
UBIPHARM,IBUPROFENE SHIFA 100MG/5ML SPF/100ML,3200.0,0,2026-11-30 00:00:00
UBIPHARM,IDEOS CPR B/30,27980.0,0,2026-08-31 00:00:00
UBIPHARM,IKOREL 10MG CPR SEC BT 30,29252.0,0,2024-09-30 00:00:00
UBIPHARM,IMMUN ACTIVE DENK GR STICK B/20,33355.0,1,2026-11-30 00:00:00
UBIPHARM,IMMUN ACTIVE+D3 DENK PDRE SACH B/20,38426.0,1,2025-11-30 00:00:00
UBIPHARM,IMODIUM 2MG GELULE BT 20,13900.0,0,2028-07-31 00:00:00
UBIPHARM,IMODIUM LINGUAL 2MG LYOPH B/12,57736.0,0,2026-07-30 00:00:00
UBIPHARM,"INDITOR SR 1,5MG CPR B/30",19555.0,0,2025-06-30 00:00:00
UBIPHARM,"INDOCOLLYRE 0,1% ETO F/5ML B/1",13983.0,0,2025-03-31 00:00:00
UBIPHARM,INDOMETACINE NCPC 25MG GEL B/100,3985.0,0,2027-12-31 00:00:00
UBIPHARM,INEXIUM 20MG CPR GASTRO RESIST B/14,33840.0,0,2024-11-30 00:00:00
UBIPHARM,INEXIUM 40MG CPR GASTRO RESIST B/14,34250.0,0,2025-07-30 00:00:00
UBIPHARM,INFLAKALM CR T/75ML,6790.0,1,2025-06-26 00:00:00
UBIPHARM,INHALER FOSA VANIALA BATONNET/1,9675.0,1,2026-05-30 00:00:00
UBIPHARM,INHALER RESPIRATOIRE VANIALA BATONNET/1,9675.0,1,2026-02-28 00:00:00
UBIPHARM,INIPOMP 20MG CPR BL/28,38400.0,0,2026-10-30 00:00:00
UBIPHARM,INSTACLOP 75MG CPR B/30,53378.0,0,2026-03-31 00:00:00
UBIPHARM,INTI CLEAN LING RAFRAICH SACHB/6,26982.0,1,2150-01-01 00:00:00
UBIPHARM,ISOPTO PILOCARPINE 2% COLL F/10ML,12961.0,0,2026-09-30 00:00:00
UBIPHARM,ITACARE 100MG GEL B/10,18600.0,0,2025-10-30 00:00:00
UBIPHARM,IXINE 200MG CPR PELL B/10,17960.0,0,2026-02-28 00:00:00
UBIPHARM,IXINE 40MG/5ML 1ER AGE PDRE SBUV F/40ML,14442.0,0,2026-01-31 00:00:00
UBIPHARM,IXINE 100MG/5ML PDRE SUSP BUVF/40ML,17890.0,0,2025-12-31 00:00:00
UBIPHARM,JANUVIA 100MG CPR PELL B/28,207500.0,0,2025-04-30 00:00:00
UBIPHARM,JERSEY TUBUL LABELL ECRU 5MX10CM SM,22210.0,0,2150-01-01 00:00:00
UBIPHARM,JERSEY TUBUL LABELL ECRU 5MX15CM SM,31569.0,0,2027-05-31 00:00:00
UBIPHARM,JOINT ACTIVE DENK CPR B/30,58680.0,1,2026-06-30 00:00:00
UBIPHARM,KALEORID LEO LP 600MG CPR B/30,9480.0,0,2150-01-01 00:00:00
UBIPHARM,KAMAGRA 50MG CPR B/4,8900.0,0,2026-08-30 00:00:00
UBIPHARM,KAMAGRA 100MG CPR B/4,12290.0,0,2026-08-30 00:00:00
UBIPHARM,KARDEGIC 300MG BUV SACHET BT30,9900.0,0,2024-11-30 00:00:00
UBIPHARM,KARDEGIC 75MG SACH B/30,11375.0,0,2024-12-31 00:00:00
UBIPHARM,KATRAFAY VANIALA BME POT/30G,5030.0,1,2026-04-30 00:00:00
UBIPHARM,KELO-COTE GEL CICATRICES T/15G,65000.0,1,2026-04-30 00:00:00
UBIPHARM,KELO-COTE GEL CICATRICES T/6G,47984.0,1,2024-12-12 00:00:00
UBIPHARM,KEPPRA 500MG CPR PELL B/60,249000.0,0,2026-09-30 00:00:00
UBIPHARM,KERLONE 20MG CPR BT 28,29227.0,0,2025-04-01 00:00:00
UBIPHARM,KETOPROFENE UBI 100MG CPR 10 BL 10,38124.0,0,2026-09-30 00:00:00
UBIPHARM,KETOPROFENE BIOGARAN LP 100MGCPR SEC/20,16550.0,0,2026-06-30 00:00:00
UBIPHARM,KETOCONAZOLE SHIFA 2% CR T/15G,8665.0,0,2026-04-30 00:00:00
UBIPHARM,KLORANE BEBE SAV SURGRAS DOUXPAIN/250G,27817.0,1,2150-01-01 00:00:00
UBIPHARM,KLORANE BEBE PDRE TOILETT PROTECT B/100G,36912.0,1,2150-01-01 00:00:00
UBIPHARM,KLORANE BEBE LAIT HYDRATANT F/750ML,52600.0,1,2026-06-30 00:00:00
UBIPHARM,KLORANE BEBE EAU FRAICHE PARFSPR/500ML,48446.0,1,2026-03-02 00:00:00
UBIPHARM,KOOK EXPECT 250MG/5ML AD SP F/100ML,10450.0,0,2026-03-31 00:00:00
UBIPHARM,KOOK EXPECT100MG/5ML ENF SP F/100ML,8300.0,0,2025-10-31 00:00:00
UBIPHARM,KOOK TOUX SECHE SP F/100ML,8831.0,0,2026-03-31 00:00:00
UBIPHARM,"LACOMA COLL F/2,5ML",35500.0,0,2026-05-31 00:00:00
UBIPHARM,"LACOMA T COLL F/2,5ML",48900.0,0,2026-12-30 00:00:00
UBIPHARM,LACTEOL 340MG PDRE SUSP BUV SACH/10,37880.0,0,2026-05-31 00:00:00
UBIPHARM,LACTAMOUSSE HYG INT MOUSSE F/125ML,19824.0,1,2025-01-31 00:00:00
UBIPHARM,LAMALINE GELULE BTE 16,8425.0,0,2025-09-30 00:00:00
UBIPHARM,LAMICTAL 100MG COMP BTE 30,115100.0,0,2026-10-31 00:00:00
UBIPHARM,LAMICTAL 50MG CPR DISP B/30,87000.0,0,2026-12-31 00:00:00
UBIPHARM,LANTUS SOLOSTAR PREREMP 3ML STYLOS/5,270900.0,0,2026-08-31 00:00:00
UBIPHARM,LARGACTIL 100MG CPR B/30,15990.0,0,2026-07-31 00:00:00
UBIPHARM,LARMES ARTIFICIEL COLLY FL10ML,7828.0,0,2026-04-30 00:00:00
UBIPHARM,LAROXYL 40MG BUV GTTE FL 20ML,30850.0,0,2026-10-01 00:00:00
UBIPHARM,LAROXYL 50MG COMP BT 20,21220.0,0,2025-12-31 00:00:00
UBIPHARM,LASILIX FAIBLE 20MG CPR B/30,8500.0,0,2026-09-30 00:00:00
UBIPHARM,LASILIX 40MG CPR B/30,13200.0,0,2026-07-31 00:00:00
UBIPHARM,LERCAN 10MG CPR PELL SEC B/30,30900.0,0,2026-10-31 00:00:00
UBIPHARM,"LETROZOLE DENK 2,5MG CPR PELLB/30",229560.0,0,2027-01-31 00:00:00
UBIPHARM,"LEVOPHTA 0,05% COLLYRE FL 5ML",24200.0,0,2025-09-30 00:00:00
UBIPHARM,LEVOBACT 750MG CPR B/10,31320.0,0,2026-08-30 00:00:00
UBIPHARM,LEVOTHYROX 100MCG CPR SEC B/30,12200.0,0,2026-04-30 00:00:00
UBIPHARM,LEVOTHYROX 75MCG CPR SEC B/30,10000.0,0,2026-06-30 00:00:00
UBIPHARM,LEVOBACT 500MG CPR B/10,14125.0,0,2027-01-30 00:00:00
UBIPHARM,LEVO DENK 500MG CPR B/10,36360.0,0,2026-10-31 00:00:00
UBIPHARM,"LEVOPREG 1,5MG CPR B/1",10980.0,0,2026-07-31 00:00:00
UBIPHARM,LEVOTHYROX 125MCG CPR SEC B/30,16260.0,0,2026-03-31 00:00:00
UBIPHARM,LEVOTHYROX 175MCG CPR SEC B/30,21000.0,0,2026-06-30 00:00:00
UBIPHARM,LEVOFLOX DENK 5MG SOL PERF F/100ML,55000.0,0,2025-02-28 00:00:00
UBIPHARM,LEXOMIL 6MG CPR B/30,17500.0,0,2028-05-30 00:00:00
UBIPHARM,LIDOCAINE SHIFA 2% SOL INJ F/30ML,1800.0,0,2026-11-30 00:00:00
UBIPHARM,LIDOCAINE BP 2% SOL INJ 30ML B/5,13155.0,0,2026-04-30 00:00:00
UBIPHARM,LIGAFLEX MANU POIGN D NOIR T4,117699.0,0,2150-01-01 00:00:00
UBIPHARM,LIGAFLEX MANU POIGN G NOIR T3,118500.0,0,2150-01-01 00:00:00
UBIPHARM,LIGAFLEX MANU POIGN G NOIR T4,117708.0,0,2150-01-01 00:00:00
UBIPHARM,LIGAFLEX FINGER ATTELLE POIGN/POUCE T4,80847.0,0,2150-01-01 00:00:00
UBIPHARM,LINGETTES PATAPON RECHARGE PAQ/24,2275.0,1,2150-01-01 00:00:00
UBIPHARM,LINGETTE MOLFIX ISOTONIC FRESH PAQ/60,4900.0,1,2025-12-31 00:00:00
UBIPHARM,LINGETTE MOLFIX ISOTONIC SENSITIV PAQ/60,4900.0,1,2025-12-31 00:00:00
UBIPHARM,LINGETTE BEBEM NATURAL SS PARFUM PAQ/90,4900.0,1,2025-12-31 00:00:00
UBIPHARM,LIORESAL CPR BTE 50,40000.0,0,2026-07-31 00:00:00
UBIPHARM,LIPANOR GELULE BT 30,20849.0,0,2025-02-28 00:00:00
UBIPHARM,LIPANTHYL 200MG GEL B/30,45370.0,0,2026-01-31 00:00:00
UBIPHARM,LIPINORM 10MG CPR B/28,31000.0,0,2025-01-31 00:00:00
UBIPHARM,LIPINORM 20MG CPR B/28,39065.0,0,2026-02-01 00:00:00
UBIPHARM,LIPSTATIN 10MG CPR PELL B/30,7207.0,0,2024-12-31 00:00:00
UBIPHARM,LOCOID CREME DERMQ T/30G,16600.0,0,2026-11-30 00:00:00
UBIPHARM,LOCOID CR DERMIQ EPAISSE T/30G,16075.0,0,2025-03-31 00:00:00
UBIPHARM,LOCOID POMMADE T/30G,16605.0,0,2027-03-31 00:00:00
UBIPHARM,"LODOZ 5MG/6,25MG CPR PELL B/30",32204.0,0,2026-05-01 00:00:00
UBIPHARM,LOMAC 20MG CIPLA GEL B/200,60700.0,0,2027-02-28 00:00:00
UBIPHARM,LOMBACROSS ACTIV CEINT LOMB NR 21CM T6,220254.0,0,2150-01-01 00:00:00
UBIPHARM,LOMBASKIN CEINT LOMB NOIR/BLEU H26CM T3,256138.0,0,2150-01-01 00:00:00
UBIPHARM,LOMEXIN 2% CREME TB 15G,17920.0,0,2026-04-30 00:00:00
UBIPHARM,LOPERAMIX 2MG GEL B/20,4440.0,0,2026-06-30 00:00:00
UBIPHARM,LOPRESSOR 100 CPR BTE 30,11000.0,0,2026-06-30 00:00:00
UBIPHARM,LOPRESSOR LP 200 CPR BTE 30,36850.0,0,2027-02-28 00:00:00
UBIPHARM,LORATIN 5MG/5ML CIPLA SP F/100ML,9900.0,0,2026-09-30 00:00:00
UBIPHARM,LORATADINE SHIFA 10MG CPR B/100,28265.0,0,2026-05-30 00:00:00
UBIPHARM,LORATADINE SHIFA 5MG/ML SUSP BUV F/100ML,6535.0,0,2026-03-30 00:00:00
UBIPHARM,LORATIN 10MG CIPLA CPR B/100,26930.0,0,2026-06-01 00:00:00
UBIPHARM,LOSARTAN/ HCTZ BIOG100MG/25MGCPR PELL30,21570.0,0,2025-05-31 00:00:00
UBIPHARM,"LOSARTAN HCTZ BIOG50MG/12,5MGCPR PELL30",21953.0,0,2025-03-31 00:00:00
UBIPHARM,LOSAR DENK 50MG CPR B/28,33000.0,0,2025-05-01 00:00:00
UBIPHARM,LOSAR DENK 100MG CPR B/28,40100.0,0,2025-08-31 00:00:00
UBIPHARM,LOSA-H CPR B/30,19350.0,0,2027-02-20 00:00:00
UBIPHARM,LOSA 50MG CPR PELL B/30,14470.0,0,2027-01-31 00:00:00
UBIPHARM,LOSARTAN SHIFA 50MG CPR PELL B/100,37500.0,0,2027-03-30 00:00:00
UBIPHARM,"LOTEMAX 0,5% SUSP OPHT F/5ML",35293.0,0,2025-05-31 00:00:00
UBIPHARM,"LOTEMAX 0,5% GEL OPHT F/10ML",32210.0,0,2024-11-30 00:00:00
UBIPHARM,"LOVENOX 4000UI ANTI XA SER 0,4ML B/2",40000.0,0,2025-08-31 00:00:00
UBIPHARM,"LOVENOX 6000UI ANTI XA SER 0,6ML B/2",50000.0,0,2025-12-31 00:00:00
UBIPHARM,LOXEN 10MG SOL INJ AMP/10ML B/5,47839.0,0,2025-09-30 00:00:00
UBIPHARM,LOXEN 20MG CPR B/30,26203.0,0,2026-11-30 00:00:00
UBIPHARM,LUTENYL 5MG CPR BT 10,23800.0,0,2028-02-28 00:00:00
UBIPHARM,LYSANXIA 10MG CPR B/40,15150.0,0,2026-05-01 00:00:00
UBIPHARM,LYSANXIA 15MG/ML GTT.BUV F20ML,14690.0,0,2026-11-30 00:00:00
UBIPHARM,LYSOPAINE SS CPR A SUCER T/18B/2,50600.0,0,2025-08-31 00:00:00
UBIPHARM,"MAALOX SUSP BUV SACH 4,3ML B20",18200.0,0,2026-09-30 00:00:00
UBIPHARM,MAALOX MX ESTOMAC CPR CROQ B40,13805.0,0,2026-08-31 00:00:00
UBIPHARM,MADECASSOL 1% CR T/10G,28882.0,0,2025-04-30 00:00:00
UBIPHARM,MADETONYL SP F/125ML,5840.0,0,2025-11-30 00:00:00
UBIPHARM,MADETOXYL « MANDRAVASAROTRA »SP F/125ML,5830.0,0,2026-05-30 00:00:00
UBIPHARM,MADETUSSYL SUSP BUV F/125ML,5825.0,0,2026-06-30 00:00:00
UBIPHARM,MADETOXYL « MANDRAVASAROTRA »SP F/1L,31870.0,0,2026-05-30 00:00:00
UBIPHARM,MADEGLUCYL PDRE B/30G,5835.0,0,2026-04-30 00:00:00
UBIPHARM,MADINA CREME ANTITACHES POT/30G,4265.0,0,2026-04-30 00:00:00
UBIPHARM,MAG 2 100MG CPR BLIST/60,21950.0,0,2026-09-01 00:00:00
UBIPHARM,MAGALU SHIFA SUSP BUV F/150ML,5840.0,0,2026-11-30 00:00:00
UBIPHARM,MAGNE B6 CPR DRG B/50,15600.0,0,2026-01-31 00:00:00
UBIPHARM,MAGNESIUM VIT B6 BIOFAR CPR EFFV T/20,17000.0,1,2026-10-31 00:00:00
UBIPHARM,MAGNESIUM MARIN FORT CPR B/30,41339.0,1,2026-08-30 00:00:00
UBIPHARM,MAGNES DENK 150MG B/50,24481.0,0,2025-05-31 00:00:00
UBIPHARM,MAGNESIUM MARIN FORT CPR B/15,22990.0,1,2026-11-30 00:00:00
UBIPHARM,MAGNES DIRECT DENK PDRE SACH B/30,31988.0,1,2027-03-31 00:00:00
UBIPHARM,MAGNES ACTIVE DENK GR STICK B/30,30250.0,1,2026-11-30 00:00:00
UBIPHARM,MAGNESIUM+VIT B6 SHIFA 470/5MG CPR B/100,20425.0,0,2027-03-31 00:00:00
UBIPHARM,MAKARI CAROTONIC EXTREME SPF15 LAIT500ML,129080.0,1,2150-01-01 00:00:00
UBIPHARM,MAKARI CAROTONIC EXTREME SPF15 SERUM50ML,59398.0,1,2150-01-01 00:00:00
UBIPHARM,MAKARI EXTREME LAIT TONIF CAROT/ARG500ML,294024.0,1,2150-01-01 00:00:00
UBIPHARM,MAKARI EXTREME CR CAROT/ARGANT/50G,120634.0,1,2150-01-01 00:00:00
UBIPHARM,MAKARI EXTREME SPF15 SERUM ECLAIRC/50ML,145927.0,1,2150-01-01 00:00:00
UBIPHARM,MAKARI EXTREME SAV CAROT/ARGAN PAIN/200G,103144.0,1,2150-01-01 00:00:00
UBIPHARM,MAKARI CR ECLAIRCISSANTE NUITPOT/100ML,161854.0,1,2150-01-01 00:00:00
UBIPHARM,MAKARI CR ECLAIRCISSANTE JOURPOT/55ML,130001.0,1,2150-01-01 00:00:00
UBIPHARM,MAKARI VOILE DE CORPS LOT F/500ML,182633.0,1,2150-01-01 00:00:00
UBIPHARM,MAKARI CR CLARIF MAIN/PIED/COUDE T/75ML,81486.0,1,2150-01-01 00:00:00
UBIPHARM,MAKARI EXTREME GEL TONIF CAROT/ARG T/30G,87817.0,1,2150-01-01 00:00:00
UBIPHARM,MAKARI BEBE LAIT DE TOILETTE F/1000ML,75986.0,1,2150-01-01 00:00:00
UBIPHARM,MAKARI INTENSE EXTR SPF15 LAIT CORP500ML,129178.0,1,2150-01-01 00:00:00
UBIPHARM,MAKARI INTENSE EXTREME SPF15 SERUM/50ML,59391.0,1,2150-01-01 00:00:00
UBIPHARM,MAKARI GOMMAGE VIS ECLAT PURIF T/175ML,93746.0,1,2150-01-01 00:00:00
UBIPHARM,MAKARI CAROTONIC EXT GLY ECLAIR HLE500ML,88688.0,1,2150-01-01 00:00:00
UBIPHARM,MALOXINE ND CPR PRES.3 BLIS/50,117150.0,0,2025-08-31 00:00:00
UBIPHARM,M-AMLODIPINE 10MG CPR B/30,17932.0,0,2026-02-28 00:00:00
UBIPHARM,MAN ACTIVE DENK CAPS B/60,130055.0,1,2025-11-30 00:00:00
UBIPHARM,MANDRAVASAROTRA HOMEOPH COMPLEX SP/500ML,9965.0,1,2025-05-23 00:00:00
UBIPHARM,MANIX GEL LUBRIF INT FRAISE T/80ML,31304.0,1,2026-08-31 00:00:00
UBIPHARM,MANIX GEL MASSAGE GOURMAND FRAISE/200ML,36243.0,1,2026-08-31 00:00:00
UBIPHARM,MANIX GEL MASSAGE STIMULANT T/200ML,36233.0,1,2026-06-30 00:00:00
UBIPHARM,MANIX SKYN ALL NIGHT LONG GELF/80ML,39535.0,1,2026-09-30 00:00:00
UBIPHARM,MANIX SKYN EXCITE GEL F/15ML,48341.0,1,2025-07-31 00:00:00
UBIPHARM,MANIX AQUA ALOE GEL T/80ML,31958.0,1,2026-10-31 00:00:00
UBIPHARM,MANIX EFFECT GEL LUBRIF T/80ML,26647.0,1,2026-09-30 00:00:00
UBIPHARM,MANIX GEL LUBRIF NATUREL T/80ML,33754.0,1,2026-06-30 00:00:00
UBIPHARM,M-ARTEFIX 80/480MG CPR B/6,13000.0,0,2026-10-15 00:00:00
UBIPHARM,MASQUE 3 PLIS UNISOFT B/50,10350.0,1,2150-01-01 00:00:00
UBIPHARM,MASY PAGYL PATE GINGIVALE T/35G,4250.0,0,2026-05-30 00:00:00
UBIPHARM,MASY ATY VAVA BAIN BCHE F/200ML,7535.0,0,2026-05-30 00:00:00
UBIPHARM,M-ATORVASTATINE 20MG CPR B/30,24235.0,0,2026-08-31 00:00:00
UBIPHARM,MAVITRIKA BAUME T/30GR,4770.0,0,2026-03-30 00:00:00
UBIPHARM,MAXIDEX COLL F/3ML,7273.0,0,2025-02-28 00:00:00
UBIPHARM,MAXIDROL COLL F/3ML,11580.0,0,2025-07-31 00:00:00
UBIPHARM,MAXILASE 200U/ML SIROP FL125ML,12750.0,0,2025-06-30 00:00:00
UBIPHARM,MAXI CONTROL HOMME GEL RETARDANT F/60ML,58640.0,1,2150-01-01 00:00:00
UBIPHARM,MAXI VOLUM SPERME GEL B/60,79520.0,1,2150-01-01 00:00:00
UBIPHARM,M-AZITHRO 250MG CPR PELL B/6,15100.0,0,2026-08-27 00:00:00
UBIPHARM,M-CALCIUM FORT 500MG CPR B/100,26000.0,0,2026-12-25 00:00:00
UBIPHARM,"M-CAPTOPRIL PLUS 25MG/12,5MG CPR B/30",10188.0,0,2026-08-28 00:00:00
UBIPHARM,M-CEFTRIAXONE 1G IM/IV PDRE INJ F/10ML,5930.0,0,2025-03-31 00:00:00
UBIPHARM,M-CEFIXIME 200MG GEL B/14,26000.0,0,2026-08-29 00:00:00
UBIPHARM,M-CEFIXIME 100MG/5ML PDRE SUSP BUV F60ML,16700.0,0,2025-11-30 00:00:00
UBIPHARM,M-CLARITHRO 500MG CPR PELL B/14,42433.0,0,2026-08-27 00:00:00
UBIPHARM,MEBENDAZOLE UBI 100MG CPR 10 BL 6,11610.0,0,2026-09-30 00:00:00
UBIPHARM,MEBENDAZOLE UBI 100MG/5ML PDRE SUSP/30ML,4348.0,0,2026-07-31 00:00:00
UBIPHARM,MEBENDAZOLE  NCPC 100MG CPR B/100,2215.0,0,2024-10-30 00:00:00
UBIPHARM,MEDROL 4MG CPR B/30,17930.0,0,2026-02-28 00:00:00
UBIPHARM,MEDROL 16MG CPR B/20,29350.0,0,2026-03-31 00:00:00
UBIPHARM,MEGAMYLASE 3000 CPR B/24,22381.0,0,2026-03-01 00:00:00
UBIPHARM,MEGAMYLASE SIROP FL/125ML,17636.0,0,2026-03-01 00:00:00
UBIPHARM,MELANOV 80MG CPR B/30,17900.0,0,2028-01-30 00:00:00
UBIPHARM,MELMET LP 1000MG CPR B/30,13580.0,0,2025-12-30 00:00:00
UBIPHARM,MELMET 500MG CPR B/100,17600.0,0,2026-12-31 00:00:00
UBIPHARM,M-ENALAPRIL 10MG CPR B/30,10410.0,0,2026-03-31 00:00:00
UBIPHARM,MEN BOOSTER GEL D ERECTION F/60ML,58017.0,1,2150-01-01 00:00:00
UBIPHARM,MEN BOOSTER GEL D ERECTION SACH/4ML B/6,31277.0,1,2150-01-01 00:00:00
UBIPHARM,MEN SIZE XL CR D ERECTION F/60ML,57944.0,1,2150-01-01 00:00:00
UBIPHARM,MERONIA 500MG PDRE SOL INJ F/20ML,53700.0,0,2026-07-31 00:00:00
UBIPHARM,MEROPENEM SHIFA 500MG PPS INJIV B/1,21335.0,0,2025-10-31 00:00:00
UBIPHARM,MEROPENEM SHIFA 1G PPS INJ IVB/1,33295.0,0,2025-10-30 00:00:00
UBIPHARM,METAPIR 50MG CPR B/30,25200.0,0,2026-10-30 00:00:00
UBIPHARM,METAPIR 100MG CPR B/30,31400.0,0,2026-03-30 00:00:00
UBIPHARM,METCLASS G2 2MG/500MG CPR B/30,10400.0,0,2025-05-30 00:00:00
UBIPHARM,METEOXANE GEL B/60,14900.0,0,2025-09-30 00:00:00
UBIPHARM,METEOSPASMYL CAPSULE BT 20,17650.0,0,2026-05-31 00:00:00
